verbalcue_display_duration,target_display_duration,record_interval_duration,probe_display_duration,response_screen_duration,feedback_duration,recording_trigger,response_trigger,feedback_trigger,iti_trigger,option1_txt,option2_txt,mb_no,valid_color,invalid_color,verbal_cue_color,task_type_text,verbal_trigger,mb_type,task_repeat,target_repeat,cue_location,target_loc,non_target_loc,cue_loc_trigger,cue_orientation_invalid,cue_orientation_valid,match_nomatch,object_size,CorrAns,iti_jitter,loc_jitter,panic_allowed,memory_trigger,target_img,non_target_img,probe_display,context_c
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,1,Navy,Orange,Brown,RED,1,No Change,1,1,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Small,right,0.5,1.06666666666667,False,21,experiment/stimuli/Small_Objects/kayak/3kayak6.png,experiment/stimuli/Medium_Objects/2cooler6.png,experiment/stimuli/Small_Objects/kayak/3kayak6.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,1,Navy,Orange,Black,RED,1,No Change,2,2,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Small,right,0.333333333333333,1.05,False,42,experiment/stimuli/Small_Objects/kayak/3kayak6.png,experiment/stimuli/Medium_Objects/2printer11.png,experiment/stimuli/Small_Objects/kayak/3kayak6.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,1,Navy,Orange,Black,RED,1,No Change,3,3,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Small,right,0.566666666666667,0.833333333333333,False,43,experiment/stimuli/Small_Objects/kayak/3kayak6.png,experiment/stimuli/Medium_Objects/2handbag6.png,experiment/stimuli/Small_Objects/kayak/3kayak6.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,1,Navy,Orange,Black,RED,1,No Change,4,4,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Small,right,0.466666666666667,1.06666666666667,False,34,experiment/stimuli/Small_Objects/kayak/3kayak6.png,experiment/stimuli/Medium_Objects/2Abasket108.png,experiment/stimuli/Small_Objects/kayak/3kayak6.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,1,Navy,Orange,Black,RED,1,No Change,5,5,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Small,right,0.65,1.03333333333333,False,35,experiment/stimuli/Small_Objects/kayak/3kayak6.png,experiment/stimuli/Medium_Objects/2axe13.png,experiment/stimuli/Small_Objects/kayak/3kayak6.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,1,Navy,Orange,Black,RED,1,No Change,6,6,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,left,0.6,0.8,True,36,experiment/stimuli/Small_Objects/kayak/3kayak6.png,experiment/stimuli/Medium_Objects/2jacket7.png,experiment/stimuli/Small_Objects/kayak/3kayak7.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,2,Navy,Orange,Brown,GREEN,2,Change,1,1,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Big,right,0.55,0.866666666666667,False,21,experiment/stimuli/Big_Objects/rabbit/3rabbit3.png,experiment/stimuli/Medium_Objects/2cooler3.png,experiment/stimuli/Big_Objects/rabbit/3rabbit3.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,2,Navy,Orange,Black,GREEN,2,Change,2,2,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Big,right,0.65,1,False,42,experiment/stimuli/Big_Objects/rabbit/3rabbit3.png,experiment/stimuli/Medium_Objects/2hammer2.png,experiment/stimuli/Big_Objects/rabbit/3rabbit3.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,2,Navy,Orange,Black,GREEN,2,Change,3,3,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Big,left,0.4,1.08333333333333,False,43,experiment/stimuli/Big_Objects/rabbit/3rabbit3.png,experiment/stimuli/Medium_Objects/2keyboard2.png,experiment/stimuli/Big_Objects/rabbit/3rabbit8.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,2,Navy,Orange,Black,GREEN,2,Change,4,4,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Big,left,0.35,0.85,False,44,experiment/stimuli/Big_Objects/rabbit/3rabbit3.png,experiment/stimuli/Medium_Objects/2hairdryer3.png,experiment/stimuli/Big_Objects/rabbit/3rabbit10.png,#87ae74
