verbalcue_display_duration,target_display_duration,record_interval_duration,probe_display_duration,response_screen_duration,feedback_duration,recording_trigger,response_trigger,feedback_trigger,iti_trigger,option1_txt,option2_txt,mb_no,valid_color,invalid_color,verbal_cue_color,task_type_text,verbal_trigger,mb_type,task_repeat,target_repeat,cue_location,target_loc,non_target_loc,cue_loc_trigger,cue_orientation_invalid,cue_orientation_valid,match_nomatch,object_size,CorrAns,iti_jitter,loc_jitter,panic_allowed,memory_trigger,target_img,non_target_img,probe_display,context_c
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,1,Orange,Navy,Brown,RED,1,No Change,1,1,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Small,left,0.433333333333333,0.85,False,21,experiment/stimuli/Small_Objects/feather/1feather5.png,experiment/stimuli/Medium_Objects/2juice15.png,experiment/stimuli/Small_Objects/feather/1feather5.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,1,Orange,Navy,Black,RED,1,No Change,2,2,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Small,left,0.6,1.05,False,42,experiment/stimuli/Small_Objects/feather/1feather5.png,experiment/stimuli/Medium_Objects/2toothpaste14.png,experiment/stimuli/Small_Objects/feather/1feather5.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,1,Orange,Navy,Black,RED,1,No Change,3,3,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Small,left,0.65,0.966666666666667,False,43,experiment/stimuli/Small_Objects/feather/1feather5.png,experiment/stimuli/Medium_Objects/2jack-o-lantern3.png,experiment/stimuli/Small_Objects/feather/1feather5.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,1,Orange,Navy,Black,RED,1,No Change,4,4,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Small,left,0.316666666666667,1.16666666666667,False,34,experiment/stimuli/Small_Objects/feather/1feather5.png,experiment/stimuli/Medium_Objects/2keyboard11.png,experiment/stimuli/Small_Objects/feather/1feather5.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,1,Orange,Navy,Black,RED,1,No Change,5,5,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Small,left,0.55,0.866666666666667,False,35,experiment/stimuli/Small_Objects/feather/1feather5.png,experiment/stimuli/Medium_Objects/2handbag6.png,experiment/stimuli/Small_Objects/feather/1feather5.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,1,Orange,Navy,Black,RED,1,No Change,6,6,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,right,0.55,1,True,36,experiment/stimuli/Small_Objects/feather/1feather5.png,experiment/stimuli/Medium_Objects/2laptop1.png,experiment/stimuli/Small_Objects/feather/1feather7.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,2,Orange,Navy,Brown,GREEN,2,Change,1,1,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Big,left,0.333333333333333,0.85,False,21,experiment/stimuli/Big_Objects/rabbit/3rabbit6.png,experiment/stimuli/Medium_Objects/226440261.thl.png,experiment/stimuli/Big_Objects/rabbit/3rabbit6.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,2,Orange,Navy,Black,GREEN,2,Change,2,2,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Big,left,0.366666666666667,1.03333333333333,False,42,experiment/stimuli/Big_Objects/rabbit/3rabbit6.png,experiment/stimuli/Medium_Objects/2dollhouse5.png,experiment/stimuli/Big_Objects/rabbit/3rabbit6.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,2,Orange,Navy,Black,GREEN,2,Change,3,3,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Big,right,0.533333333333333,0.966666666666667,False,43,experiment/stimuli/Big_Objects/rabbit/3rabbit6.png,experiment/stimuli/Medium_Objects/2hairdryer10.png,experiment/stimuli/Big_Objects/rabbit/3rabbit8.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,2,Orange,Navy,Black,GREEN,2,Change,4,4,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Big,right,0.6,1.05,False,44,experiment/stimuli/Big_Objects/rabbit/3rabbit6.png,experiment/stimuli/Medium_Objects/2mask13.png,experiment/stimuli/Big_Objects/rabbit/3rabbit10.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,2,Orange,Navy,Brown,RED,1,Change,1,5,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Big,left,0.433333333333333,0.950000000000001,False,15,experiment/stimuli/Big_Objects/rabbit/3rabbit6.png,experiment/stimuli/Medium_Objects/2toyrabbit8.png,experiment/stimuli/Big_Objects/rabbit/3rabbit6.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,2,Orange,Navy,Black,RED,1,Change,2,6,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Big,left,0.4,1.01666666666667,True,46,experiment/stimuli/Big_Objects/rabbit/3rabbit6.png,experiment/stimuli/Medium_Objects/2wig6.png,experiment/stimuli/Big_Objects/rabbit/3rabbit6.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,3,Orange,Navy,Brown,GREEN,2,Change,1,1,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Small,left,0.35,0.933333333333334,False,11,experiment/stimuli/Small_Objects/coin/1coin12.png,experiment/stimuli/Medium_Objects/2wallsconce9.png,experiment/stimuli/Small_Objects/coin/1coin12.png,#87ae74
