verbalcue_display_duration,target_display_duration,record_interval_duration,probe_display_duration,response_screen_duration,feedback_duration,recording_trigger,response_trigger,feedback_trigger,iti_trigger,option1_txt,option2_txt,mb_no,valid_color,invalid_color,verbal_cue_color,task_type_text,verbal_trigger,mb_type,task_repeat,target_repeat,cue_location,target_loc,non_target_loc,cue_loc_trigger,cue_orientation_invalid,cue_orientation_valid,match_nomatch,object_size,CorrAns,iti_jitter,loc_jitter,panic_allowed,memory_trigger,target_img,non_target_img,probe_display,context_c
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,1,Orange,Navy,Brown,GREEN,2,Change,1,1,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Small,left,0.3,1.1,False,21,experiment/stimuli/Small_Objects/bed/3bed12.png,experiment/stimuli/Medium_Objects/2tong13.png,experiment/stimuli/Small_Objects/bed/3bed7.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,1,Orange,Navy,Black,GREEN,2,Change,2,2,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Small,right,0.616666666666667,1.11666666666667,False,32,experiment/stimuli/Small_Objects/bed/3bed12.png,experiment/stimuli/Medium_Objects/2handbag7.png,experiment/stimuli/Small_Objects/bed/3bed12.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,1,Orange,Navy,Black,GREEN,2,Change,3,3,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Small,right,0.4,0.85,False,43,experiment/stimuli/Small_Objects/bed/3bed12.png,experiment/stimuli/Medium_Objects/2pants3.png,experiment/stimuli/Small_Objects/bed/3bed12.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,1,Orange,Navy,Black,GREEN,2,Change,4,4,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,left,0.666666666666667,0.983333333333334,False,34,experiment/stimuli/Small_Objects/bed/3bed12.png,experiment/stimuli/Medium_Objects/2nunchaku4.png,experiment/stimuli/Small_Objects/bed/3bed8.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,1,Orange,Navy,Brown,RED,1,Change,1,5,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,left,0.516666666666667,1.1,False,15,experiment/stimuli/Small_Objects/bed/3bed12.png,experiment/stimuli/Medium_Objects/2ball4.png,experiment/stimuli/Small_Objects/bed/3bed10.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,1,Orange,Navy,Black,RED,1,Change,2,6,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Small,left,0.416666666666667,1.08333333333333,False,46,experiment/stimuli/Small_Objects/bed/3bed12.png,experiment/stimuli/Medium_Objects/2robot7.png,experiment/stimuli/Small_Objects/bed/3bed9.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,2,Orange,Navy,Black,RED,1,No Change,3,1,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Big,left,0.4,0.85,False,31,experiment/stimuli/Big_Objects/owl/3owl3.png,experiment/stimuli/Medium_Objects/2laundrybasket10.png,experiment/stimuli/Big_Objects/owl/3owl5.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,2,Orange,Navy,Black,RED,1,No Change,4,2,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Big,right,0.666666666666667,0.833333333333333,False,42,experiment/stimuli/Big_Objects/owl/3owl3.png,experiment/stimuli/Medium_Objects/2gift1.png,experiment/stimuli/Big_Objects/owl/3owl3.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,2,Orange,Navy,Black,RED,1,No Change,5,3,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Big,left,0.5,0.9,False,43,experiment/stimuli/Big_Objects/owl/3owl3.png,experiment/stimuli/Medium_Objects/2kettle13.png,experiment/stimuli/Big_Objects/owl/3owl10.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,2,Orange,Navy,Black,RED,1,No Change,6,4,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Big,left,0.466666666666667,1.18333333333333,False,34,experiment/stimuli/Big_Objects/owl/3owl3.png,experiment/stimuli/Medium_Objects/2axe10.png,experiment/stimuli/Big_Objects/owl/3owl12.png,#a57f97
