verbalcue_display_duration,target_display_duration,record_interval_duration,probe_display_duration,response_screen_duration,feedback_duration,recording_trigger,response_trigger,feedback_trigger,iti_trigger,option1_txt,option2_txt,mb_no,valid_color,invalid_color,verbal_cue_color,task_type_text,verbal_trigger,mb_type,task_repeat,target_repeat,cue_location,target_loc,non_target_loc,cue_loc_trigger,cue_orientation_invalid,cue_orientation_valid,match_nomatch,object_size,CorrAns,iti_jitter,loc_jitter,panic_allowed,memory_trigger,target_img,non_target_img,probe_display,context_c
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,1,Orange,Navy,Brown,GREEN,2,Change,1,1,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,left,0.433333333333333,1.16666666666667,False,11,experiment/stimuli/Small_Objects/xray/3xray7.png,experiment/stimuli/Medium_Objects/2hammer12.png,experiment/stimuli/Small_Objects/xray/3xray6.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,1,Orange,Navy,Black,GREEN,2,Change,2,2,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,left,0.483333333333333,1.05,False,32,experiment/stimuli/Small_Objects/xray/3xray7.png,experiment/stimuli/Medium_Objects/2lamp15.png,experiment/stimuli/Small_Objects/xray/3xray8.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,1,Orange,Navy,Black,GREEN,2,Change,3,3,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,left,0.516666666666667,1.1,False,33,experiment/stimuli/Small_Objects/xray/3xray7.png,experiment/stimuli/Medium_Objects/2ball1.png,experiment/stimuli/Small_Objects/xray/3xray10.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,1,Orange,Navy,Black,GREEN,2,Change,4,4,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,left,0.516666666666667,1.01666666666667,False,34,experiment/stimuli/Small_Objects/xray/3xray7.png,experiment/stimuli/Medium_Objects/2cookingpan8.png,experiment/stimuli/Small_Objects/xray/3xray9.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,1,Orange,Navy,Brown,RED,1,Change,1,5,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Small,left,0.333333333333333,1.11666666666667,False,25,experiment/stimuli/Small_Objects/xray/3xray7.png,experiment/stimuli/Medium_Objects/2strainer1.png,experiment/stimuli/Small_Objects/xray/3xray4.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,1,Orange,Navy,Black,RED,1,Change,2,6,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,left,0.433333333333333,1.11666666666667,False,36,experiment/stimuli/Small_Objects/xray/3xray7.png,experiment/stimuli/Medium_Objects/2sink15.png,experiment/stimuli/Small_Objects/xray/3xray12.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,2,Orange,Navy,Black,RED,1,Change,3,1,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Small,right,0.533333333333333,0.950000000000001,False,41,experiment/stimuli/Small_Objects/usb/1usb12.png,experiment/stimuli/Medium_Objects/2bucket13.png,experiment/stimuli/Small_Objects/usb/1usb12.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,2,Orange,Navy,Black,RED,1,Change,4,2,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,left,0.366666666666667,1.16666666666667,False,32,experiment/stimuli/Small_Objects/usb/1usb12.png,experiment/stimuli/Medium_Objects/2helmet10.png,experiment/stimuli/Small_Objects/usb/1usb5.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,2,Orange,Navy,Black,RED,1,Change,5,3,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,left,0.433333333333333,1,False,33,experiment/stimuli/Small_Objects/usb/1usb12.png,experiment/stimuli/Medium_Objects/2dollhouse11.png,experiment/stimuli/Small_Objects/usb/1usb9.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,2,Orange,Navy,Black,RED,1,Change,6,4,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Small,right,0.333333333333333,0.85,False,34,experiment/stimuli/Small_Objects/usb/1usb12.png,experiment/stimuli/Medium_Objects/2handbag1.png,experiment/stimuli/Small_Objects/usb/1usb12.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,2,Orange,Navy,Brown,GREEN,2,Change,1,5,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Small,right,0.7,1.2,False,15,experiment/stimuli/Small_Objects/usb/1usb12.png,experiment/stimuli/Medium_Objects/2kettle9.png,experiment/stimuli/Small_Objects/usb/1usb12.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,2,Orange,Navy,Black,GREEN,2,Change,2,6,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Small,left,0.3,1.01666666666667,False,46,experiment/stimuli/Small_Objects/usb/1usb12.png,experiment/stimuli/Medium_Objects/2flashlight14.png,experiment/stimuli/Small_Objects/usb/1usb10.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,3,Orange,Navy,Black,GREEN,2,No Change,3,1,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Small,left,0.683333333333333,1.08333333333333,False,41,experiment/stimuli/Small_Objects/cellphone/1cellphone5.png,experiment/stimuli/Medium_Objects/2birdhouse13.png,experiment/stimuli/Small_Objects/cellphone/1cellphone9.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,3,Orange,Navy,Black,GREEN,2,No Change,4,2,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Small,left,0.7,0.983333333333334,False,42,experiment/stimuli/Small_Objects/cellphone/1cellphone5.png,experiment/stimuli/Medium_Objects/2recordplayer4.png,experiment/stimuli/Small_Objects/cellphone/1cellphone3.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,3,Orange,Navy,Black,GREEN,2,No Change,5,3,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Small,right,0.35,0.883333333333334,False,43,experiment/stimuli/Small_Objects/cellphone/1cellphone5.png,experiment/stimuli/Medium_Objects/2greenplant11.png,experiment/stimuli/Small_Objects/cellphone/1cellphone5.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,3,Orange,Navy,Black,GREEN,2,No Change,6,4,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,left,0.6,1,False,34,experiment/stimuli/Small_Objects/cellphone/1cellphone5.png,experiment/stimuli/Medium_Objects/2pizza8.png,experiment/stimuli/Small_Objects/cellphone/1cellphone7.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,3,Orange,Navy,Black,GREEN,2,No Change,7,5,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Small,left,0.3,0.883333333333334,False,45,experiment/stimuli/Small_Objects/cellphone/1cellphone5.png,experiment/stimuli/Medium_Objects/2ball12.png,experiment/stimuli/Small_Objects/cellphone/1cellphone10.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,3,Orange,Navy,Black,GREEN,2,No Change,8,6,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Small,right,0.516666666666667,0.9,False,36,experiment/stimuli/Small_Objects/cellphone/1cellphone5.png,experiment/stimuli/Medium_Objects/2plate2.png,experiment/stimuli/Small_Objects/cellphone/1cellphone5.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,4,Orange,Navy,Black,GREEN,2,Change,9,1,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Small,right,0.3,1.05,False,41,experiment/stimuli/Small_Objects/chair/3chair7.png,experiment/stimuli/Medium_Objects/2wallsconce7.png,experiment/stimuli/Small_Objects/chair/3chair7.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,4,Orange,Navy,Black,GREEN,2,Change,10,2,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Small,right,0.633333333333333,1.11666666666667,False,32,experiment/stimuli/Small_Objects/chair/3chair7.png,experiment/stimuli/Medium_Objects/2candle7.png,experiment/stimuli/Small_Objects/chair/3chair7.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,4,Orange,Navy,Black,GREEN,2,Change,11,3,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Small,right,0.616666666666667,0.9,False,43,experiment/stimuli/Small_Objects/chair/3chair7.png,experiment/stimuli/Medium_Objects/2toothpaste16.png,experiment/stimuli/Small_Objects/chair/3chair7.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,4,Orange,Navy,Black,GREEN,2,Change,12,4,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Small,right,0.483333333333333,1.01666666666667,False,44,experiment/stimuli/Small_Objects/chair/3chair7.png,experiment/stimuli/Medium_Objects/2lantern6(1).png,experiment/stimuli/Small_Objects/chair/3chair7.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,4,Orange,Navy,Brown,RED,1,Change,1,5,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Small,right,0.533333333333333,0.8,False,25,experiment/stimuli/Small_Objects/chair/3chair7.png,experiment/stimuli/Medium_Objects/2shoe12.png,experiment/stimuli/Small_Objects/chair/3chair7.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,4,Orange,Navy,Black,RED,1,Change,2,6,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Small,left,0.35,0.916666666666667,False,46,experiment/stimuli/Small_Objects/chair/3chair7.png,experiment/stimuli/Medium_Objects/2watergun17.png,experiment/stimuli/Small_Objects/chair/3chair2.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,5,Orange,Navy,Black,RED,1,No Change,3,1,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Small,left,0.666666666666667,0.983333333333334,False,41,experiment/stimuli/Small_Objects/vacuumcleaner/3vacuumcleaner1.png,experiment/stimuli/Medium_Objects/2orifan8.png,experiment/stimuli/Small_Objects/vacuumcleaner/3vacuumcleaner9.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,5,Orange,Navy,Black,RED,1,No Change,4,2,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Small,right,0.683333333333333,1.1,False,32,experiment/stimuli/Small_Objects/vacuumcleaner/3vacuumcleaner1.png,experiment/stimuli/Medium_Objects/2dvdplayer4.png,experiment/stimuli/Small_Objects/vacuumcleaner/3vacuumcleaner1.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,5,Orange,Navy,Black,RED,1,No Change,5,3,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Small,left,0.55,1.16666666666667,False,43,experiment/stimuli/Small_Objects/vacuumcleaner/3vacuumcleaner1.png,experiment/stimuli/Medium_Objects/2cooler9.png,experiment/stimuli/Small_Objects/vacuumcleaner/3vacuumcleaner7.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,5,Orange,Navy,Black,RED,1,No Change,6,4,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Small,right,0.583333333333333,1.08333333333333,False,34,experiment/stimuli/Small_Objects/vacuumcleaner/3vacuumcleaner1.png,experiment/stimuli/Medium_Objects/2ball10.png,experiment/stimuli/Small_Objects/vacuumcleaner/3vacuumcleaner1.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,5,Orange,Navy,Black,RED,1,No Change,7,5,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Small,right,0.516666666666667,1.08333333333333,False,35,experiment/stimuli/Small_Objects/vacuumcleaner/3vacuumcleaner1.png,experiment/stimuli/Medium_Objects/2cashregister6.png,experiment/stimuli/Small_Objects/vacuumcleaner/3vacuumcleaner1.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,5,Orange,Navy,Black,RED,1,No Change,8,6,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Small,right,0.416666666666667,0.816666666666667,True,46,experiment/stimuli/Small_Objects/vacuumcleaner/3vacuumcleaner1.png,experiment/stimuli/Medium_Objects/2trophy2.png,experiment/stimuli/Small_Objects/vacuumcleaner/3vacuumcleaner1.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,6,Orange,Navy,Brown,GREEN,2,No Change,1,1,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Big,right,0.433333333333333,1.2,False,11,experiment/stimuli/Big_Objects/stingray/3stingray9.png,experiment/stimuli/Medium_Objects/2juice4.png,experiment/stimuli/Big_Objects/stingray/3stingray9.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Different,Same,6,Orange,Navy,Black,GREEN,2,No Change,2,2,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Big,right,0.383333333333333,0.966666666666667,False,32,experiment/stimuli/Big_Objects/stingray/3stingray9.png,experiment/stimuli/Medium_Objects/2aircompressor2.png,experiment/stimuli/Big_Objects/stingray/3stingray9.png,#87ae74
