verbalcue_display_duration,target_display_duration,record_interval_duration,probe_display_duration,response_screen_duration,feedback_duration,recording_trigger,response_trigger,feedback_trigger,iti_trigger,option1_txt,option2_txt,mb_no,valid_color,invalid_color,verbal_cue_color,task_type_text,verbal_trigger,mb_type,task_repeat,target_repeat,cue_location,target_loc,non_target_loc,cue_loc_trigger,cue_orientation_invalid,cue_orientation_valid,match_nomatch,object_size,CorrAns,iti_jitter,loc_jitter,panic_allowed,memory_trigger,target_img,non_target_img,probe_display,context_c
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,1,Orange,Navy,Brown,GREEN,2,Change,1,1,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Small,right,0.416666666666667,0.883333333333334,False,21,experiment/stimuli/Small_Objects/picnictable/3picnictable4.png,experiment/stimuli/Medium_Objects/2trophy2.png,experiment/stimuli/Small_Objects/picnictable/3picnictable7.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,1,Orange,Navy,Black,GREEN,2,Change,2,2,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Small,left,0.35,0.866666666666667,False,32,experiment/stimuli/Small_Objects/picnictable/3picnictable4.png,experiment/stimuli/Medium_Objects/2cookpot11.png,experiment/stimuli/Small_Objects/picnictable/3picnictable4.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,1,Orange,Navy,Black,GREEN,2,Change,3,3,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Small,left,0.433333333333333,1.13333333333333,False,43,experiment/stimuli/Small_Objects/picnictable/3picnictable4.png,experiment/stimuli/Medium_Objects/2wig8.png,experiment/stimuli/Small_Objects/picnictable/3picnictable4.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,1,Orange,Navy,Black,GREEN,2,Change,4,4,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,right,0.5,0.9,False,34,experiment/stimuli/Small_Objects/picnictable/3picnictable4.png,experiment/stimuli/Medium_Objects/2wig8.png,experiment/stimuli/Small_Objects/picnictable/3picnictable8.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,1,Orange,Navy,Brown,RED,1,Change,1,5,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,right,0.633333333333333,0.966666666666667,False,15,experiment/stimuli/Small_Objects/picnictable/3picnictable4.png,experiment/stimuli/Medium_Objects/2saddle2.png,experiment/stimuli/Small_Objects/picnictable/3picnictable10.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,1,Orange,Navy,Black,RED,1,Change,2,6,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Small,right,0.433333333333333,0.816666666666667,False,46,experiment/stimuli/Small_Objects/picnictable/3picnictable4.png,experiment/stimuli/Medium_Objects/2shirt2.png,experiment/stimuli/Small_Objects/picnictable/3picnictable9.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,2,Orange,Navy,Black,RED,1,No Change,3,1,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Big,right,0.466666666666667,1.05,False,31,experiment/stimuli/Big_Objects/donkey/3donkey1.png,experiment/stimuli/Medium_Objects/2turtle8.png,experiment/stimuli/Big_Objects/donkey/3donkey5.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,2,Orange,Navy,Black,RED,1,No Change,4,2,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Big,left,0.566666666666667,1.2,False,42,experiment/stimuli/Big_Objects/donkey/3donkey1.png,experiment/stimuli/Medium_Objects/2ringbinder2.png,experiment/stimuli/Big_Objects/donkey/3donkey1.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,2,Orange,Navy,Black,RED,1,No Change,5,3,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Big,right,0.55,0.983333333333334,False,43,experiment/stimuli/Big_Objects/donkey/3donkey1.png,experiment/stimuli/Medium_Objects/2corset5.png,experiment/stimuli/Big_Objects/donkey/3donkey11.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,2,Orange,Navy,Black,RED,1,No Change,6,4,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Big,right,0.35,1.06666666666667,False,34,experiment/stimuli/Big_Objects/donkey/3donkey1.png,experiment/stimuli/Medium_Objects/2windchime17.png,experiment/stimuli/Big_Objects/donkey/3donkey2.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,2,Orange,Navy,Black,RED,1,No Change,7,5,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Big,left,0.566666666666667,0.883333333333334,False,45,experiment/stimuli/Big_Objects/donkey/3donkey1.png,experiment/stimuli/Medium_Objects/2keyboard12.png,experiment/stimuli/Big_Objects/donkey/3donkey1.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,2,Orange,Navy,Black,RED,1,No Change,8,6,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Big,left,0.3,1.1,True,36,experiment/stimuli/Big_Objects/donkey/3donkey1.png,experiment/stimuli/Medium_Objects/2jacket8.png,experiment/stimuli/Big_Objects/donkey/3donkey1.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,3,Orange,Navy,Brown,GREEN,2,Change,1,1,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Big,left,0.683333333333333,1.13333333333333,False,21,experiment/stimuli/Big_Objects/stingray/3stingray2.png,experiment/stimuli/Medium_Objects/2cashregister5.png,experiment/stimuli/Big_Objects/stingray/3stingray2.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,3,Orange,Navy,Black,GREEN,2,Change,2,2,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Big,right,0.466666666666667,0.966666666666667,False,32,experiment/stimuli/Big_Objects/stingray/3stingray2.png,experiment/stimuli/Medium_Objects/2lantern7.png,experiment/stimuli/Big_Objects/stingray/3stingray5.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,3,Orange,Navy,Black,GREEN,2,Change,3,3,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Big,right,0.616666666666667,1.06666666666667,False,43,experiment/stimuli/Big_Objects/stingray/3stingray2.png,experiment/stimuli/Medium_Objects/2sink10.png,experiment/stimuli/Big_Objects/stingray/3stingray9.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,3,Orange,Navy,Black,GREEN,2,Change,4,4,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Big,right,0.65,1.1,False,44,experiment/stimuli/Big_Objects/stingray/3stingray2.png,experiment/stimuli/Medium_Objects/2boot8.png,experiment/stimuli/Big_Objects/stingray/3stingray10.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,3,Orange,Navy,Brown,RED,1,Change,1,5,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Big,right,0.366666666666667,1.18333333333333,False,15,experiment/stimuli/Big_Objects/stingray/3stingray2.png,experiment/stimuli/Medium_Objects/2bonzai11.png,experiment/stimuli/Big_Objects/stingray/3stingray9.png,#a57f97
