verbalcue_display_duration,target_display_duration,record_interval_duration,probe_display_duration,response_screen_duration,feedback_duration,recording_trigger,response_trigger,feedback_trigger,iti_trigger,option1_txt,option2_txt,mb_no,valid_color,invalid_color,verbal_cue_color,task_type_text,verbal_trigger,mb_type,task_repeat,target_repeat,cue_location,target_loc,non_target_loc,cue_loc_trigger,cue_orientation_invalid,cue_orientation_valid,match_nomatch,object_size,CorrAns,iti_jitter,loc_jitter,panic_allowed,memory_trigger,target_img,non_target_img,probe_display,context_c
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,1,Orange,Navy,Brown,GREEN,2,Change,1,1,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Big,left,0.466666666666667,0.833333333333333,False,21,experiment/stimuli/Big_Objects/rabbit/3rabbit12.png,experiment/stimuli/Medium_Objects/2dvdplayer1.png,experiment/stimuli/Big_Objects/rabbit/3rabbit12.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,1,Orange,Navy,Black,GREEN,2,Change,2,2,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Big,right,0.516666666666667,1.16666666666667,False,32,experiment/stimuli/Big_Objects/rabbit/3rabbit12.png,experiment/stimuli/Medium_Objects/2bonzai10.png,experiment/stimuli/Big_Objects/rabbit/3rabbit7.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,1,Orange,Navy,Black,GREEN,2,Change,3,3,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Big,right,0.6,0.933333333333334,False,33,experiment/stimuli/Big_Objects/rabbit/3rabbit12.png,experiment/stimuli/Medium_Objects/2birdhouse8.png,experiment/stimuli/Big_Objects/rabbit/3rabbit8.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,1,Orange,Navy,Black,GREEN,2,Change,4,4,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Big,left,0.566666666666667,0.8,False,34,experiment/stimuli/Big_Objects/rabbit/3rabbit12.png,experiment/stimuli/Medium_Objects/2cashregister5.png,experiment/stimuli/Big_Objects/rabbit/3rabbit12.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,1,Orange,Navy,Brown,RED,1,Change,1,5,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Big,left,0.566666666666667,1.1,False,25,experiment/stimuli/Big_Objects/rabbit/3rabbit12.png,experiment/stimuli/Medium_Objects/2ACLARINE5.png,experiment/stimuli/Big_Objects/rabbit/3rabbit12.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,1,Orange,Navy,Black,RED,1,Change,2,6,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Big,right,0.5,1.06666666666667,False,36,experiment/stimuli/Big_Objects/rabbit/3rabbit12.png,experiment/stimuli/Medium_Objects/2radio12.png,experiment/stimuli/Big_Objects/rabbit/3rabbit10.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,2,Orange,Navy,Black,RED,1,Change,3,1,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Small,right,0.616666666666667,0.833333333333333,False,41,experiment/stimuli/Small_Objects/barrel/3barrel2.png,experiment/stimuli/Medium_Objects/2jacket5.png,experiment/stimuli/Small_Objects/barrel/3barrel9.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,2,Orange,Navy,Black,RED,1,Change,4,2,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Small,left,0.333333333333333,1.16666666666667,False,32,experiment/stimuli/Small_Objects/barrel/3barrel2.png,experiment/stimuli/Medium_Objects/2hat10.png,experiment/stimuli/Small_Objects/barrel/3barrel2.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,2,Orange,Navy,Black,RED,1,Change,5,3,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Small,right,0.633333333333333,0.866666666666667,False,43,experiment/stimuli/Small_Objects/barrel/3barrel2.png,experiment/stimuli/Medium_Objects/2kettle5(1).png,experiment/stimuli/Small_Objects/barrel/3barrel5.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,2,Orange,Navy,Black,RED,1,Change,6,4,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Small,left,0.333333333333333,1.16666666666667,False,44,experiment/stimuli/Small_Objects/barrel/3barrel2.png,experiment/stimuli/Medium_Objects/2beermug7.png,experiment/stimuli/Small_Objects/barrel/3barrel2.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,2,Orange,Navy,Brown,GREEN,2,Change,1,5,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,right,0.383333333333333,0.983333333333334,False,15,experiment/stimuli/Small_Objects/barrel/3barrel2.png,experiment/stimuli/Medium_Objects/2hammer1(1).png,experiment/stimuli/Small_Objects/barrel/3barrel10.png,#87ae74
