verbalcue_display_duration,target_display_duration,record_interval_duration,probe_display_duration,response_screen_duration,feedback_duration,recording_trigger,response_trigger,feedback_trigger,iti_trigger,option1_txt,option2_txt,mb_no,valid_color,invalid_color,verbal_cue_color,task_type_text,verbal_trigger,mb_type,task_repeat,target_repeat,cue_location,target_loc,non_target_loc,cue_loc_trigger,cue_orientation_invalid,cue_orientation_valid,match_nomatch,object_size,CorrAns,iti_jitter,loc_jitter,panic_allowed,memory_trigger,target_img,non_target_img,probe_display,context_c
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,1,Navy,Orange,Brown,GREEN,2,Change,1,1,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Big,left,0.416666666666667,0.933333333333334,False,21,experiment/stimuli/Big_Objects/tiger/3tiger10.png,experiment/stimuli/Medium_Objects/2mask12.png,experiment/stimuli/Big_Objects/tiger/3tiger10.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,1,Navy,Orange,Black,GREEN,2,Change,2,2,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Big,right,0.55,0.916666666666667,False,32,experiment/stimuli/Big_Objects/tiger/3tiger10.png,experiment/stimuli/Medium_Objects/2binocular2.png,experiment/stimuli/Big_Objects/tiger/3tiger7.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,1,Navy,Orange,Black,GREEN,2,Change,3,3,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Big,right,0.3,0.8,False,33,experiment/stimuli/Big_Objects/tiger/3tiger10.png,experiment/stimuli/Medium_Objects/2bongo3.png,experiment/stimuli/Big_Objects/tiger/3tiger8.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,1,Navy,Orange,Black,GREEN,2,Change,4,4,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Big,left,0.65,1.13333333333333,False,34,experiment/stimuli/Big_Objects/tiger/3tiger10.png,experiment/stimuli/Medium_Objects/2powerstrip11(1).png,experiment/stimuli/Big_Objects/tiger/3tiger10.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,1,Navy,Orange,Brown,RED,1,Change,1,5,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Big,left,0.433333333333333,0.916666666666667,False,25,experiment/stimuli/Big_Objects/tiger/3tiger10.png,experiment/stimuli/Medium_Objects/2chessboard1.png,experiment/stimuli/Big_Objects/tiger/3tiger10.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,1,Navy,Orange,Black,RED,1,Change,2,6,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Big,right,0.45,0.933333333333334,False,36,experiment/stimuli/Big_Objects/tiger/3tiger10.png,experiment/stimuli/Medium_Objects/2gift6.png,experiment/stimuli/Big_Objects/tiger/3tiger11.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,2,Navy,Orange,Black,RED,1,Change,3,1,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Small,right,0.416666666666667,0.8,False,41,experiment/stimuli/Small_Objects/golfball/1golfball10.png,experiment/stimuli/Medium_Objects/2cookpot10.png,experiment/stimuli/Small_Objects/golfball/1golfball9.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,2,Navy,Orange,Black,RED,1,Change,4,2,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Small,left,0.383333333333333,1,False,32,experiment/stimuli/Small_Objects/golfball/1golfball10.png,experiment/stimuli/Medium_Objects/2birdhouse11.png,experiment/stimuli/Small_Objects/golfball/1golfball10.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,2,Navy,Orange,Black,RED,1,Change,5,3,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Small,right,0.333333333333333,1.2,False,43,experiment/stimuli/Small_Objects/golfball/1golfball10.png,experiment/stimuli/Medium_Objects/2laundrybasket5.png,experiment/stimuli/Small_Objects/golfball/1golfball5.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,2,Navy,Orange,Black,RED,1,Change,6,4,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Small,left,0.533333333333333,1.01666666666667,False,44,experiment/stimuli/Small_Objects/golfball/1golfball10.png,experiment/stimuli/Medium_Objects/2hairdryer5.png,experiment/stimuli/Small_Objects/golfball/1golfball10.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,2,Navy,Orange,Brown,GREEN,2,Change,1,5,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,right,0.4,0.966666666666667,False,15,experiment/stimuli/Small_Objects/golfball/1golfball10.png,experiment/stimuli/Medium_Objects/2wallsconce2.png,experiment/stimuli/Small_Objects/golfball/1golfball11.png,#87ae74
