verbalcue_display_duration,target_display_duration,record_interval_duration,probe_display_duration,response_screen_duration,feedback_duration,recording_trigger,response_trigger,feedback_trigger,iti_trigger,option1_txt,option2_txt,mb_no,valid_color,invalid_color,verbal_cue_color,task_type_text,verbal_trigger,mb_type,task_repeat,target_repeat,cue_location,target_loc,non_target_loc,cue_loc_trigger,cue_orientation_invalid,cue_orientation_valid,match_nomatch,object_size,CorrAns,iti_jitter,loc_jitter,panic_allowed,memory_trigger,target_img,non_target_img,probe_display,context_c
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,1,Orange,Navy,Brown,GREEN,2,Change,1,1,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,right,0.466666666666667,0.933333333333334,False,11,experiment/stimuli/Small_Objects/cookie/1cookie6.png,experiment/stimuli/Medium_Objects/2dvdplayer8.png,experiment/stimuli/Small_Objects/cookie/1cookie7.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,1,Orange,Navy,Black,GREEN,2,Change,2,2,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,right,0.333333333333333,1.08333333333333,False,32,experiment/stimuli/Small_Objects/cookie/1cookie6.png,experiment/stimuli/Medium_Objects/2barbiedoll6.png,experiment/stimuli/Small_Objects/cookie/1cookie8.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,1,Orange,Navy,Black,GREEN,2,Change,3,3,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,right,0.316666666666667,1.16666666666667,False,33,experiment/stimuli/Small_Objects/cookie/1cookie6.png,experiment/stimuli/Medium_Objects/2candle7.png,experiment/stimuli/Small_Objects/cookie/1cookie10.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,1,Orange,Navy,Black,GREEN,2,Change,4,4,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,right,0.633333333333333,1.18333333333333,False,34,experiment/stimuli/Small_Objects/cookie/1cookie6.png,experiment/stimuli/Medium_Objects/2rollerskate4.png,experiment/stimuli/Small_Objects/cookie/1cookie9.png,#87ae74
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,1,Orange,Navy,Brown,RED,1,Change,1,5,left,"[-2.5, 0]","[2.5, 0]",6,0,180,No_Match,Small,right,0.533333333333333,1.15,False,25,experiment/stimuli/Small_Objects/cookie/1cookie6.png,experiment/stimuli/Medium_Objects/2google9.png,experiment/stimuli/Small_Objects/cookie/1cookie4.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,1,Orange,Navy,Black,RED,1,Change,2,6,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,right,0.466666666666667,1.11666666666667,False,36,experiment/stimuli/Small_Objects/cookie/1cookie6.png,experiment/stimuli/Medium_Objects/2nunchaku4.png,experiment/stimuli/Small_Objects/cookie/1cookie12.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,2,Orange,Navy,Black,RED,1,Change,3,1,left,"[-2.5, 0]","[2.5, 0]",6,0,180,Match,Small,left,0.7,0.866666666666667,False,41,experiment/stimuli/Small_Objects/bill/1bill11.png,experiment/stimuli/Medium_Objects/2keyboard9.png,experiment/stimuli/Small_Objects/bill/1bill11.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,2,Orange,Navy,Black,RED,1,Change,4,2,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,right,0.433333333333333,1.06666666666667,False,32,experiment/stimuli/Small_Objects/bill/1bill11.png,experiment/stimuli/Medium_Objects/2vase8.png,experiment/stimuli/Small_Objects/bill/1bill5.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,2,Orange,Navy,Black,RED,1,Change,5,3,right,"[2.5, 0]","[-2.5, 0]",5,180,0,No_Match,Small,right,0.316666666666667,0.933333333333334,False,33,experiment/stimuli/Small_Objects/bill/1bill11.png,experiment/stimuli/Medium_Objects/2boot3.png,experiment/stimuli/Small_Objects/bill/1bill9.png,#a57f97
1.25,0.5,0.9,1.6,0.9,0.3,50,51,52,53,Same,Different,2,Orange,Navy,Black,RED,1,Change,6,4,right,"[2.5, 0]","[-2.5, 0]",5,180,0,Match,Small,left,0.683333333333333,0.966666666666667,False,34,experiment/stimuli/Small_Objects/bill/1bill11.png,experiment/stimuli/Medium_Objects/2cookpot5.png,experiment/stimuli/Small_Objects/bill/1bill11.png,#a57f97
